Temperature,Humidity,Wind Speed,Precipitation
30.993428306022466,76.60752634756389,10.696572495333637,110.38856064879187
29.72347139765763,78.47250268473174,10.566647185071332,128.90028706126256
31.295377076201383,77.01309469477428,8.126960308389018,138.25943187414828
33.04605971281605,80.5520902347306,11.159168443527477,152.99337821849383
29.531693250553328,85.98589265730956,7.019834648846764,170.48324653213757
29.53172608610164,76.14478921429398,8.691631348479342,163.8827188674353
33.15842563101478,85.00410248884207,6.001824374204384,126.4135040310503
31.534869458305817,76.09163963826556,13.117253033925628,142.56575475668694
29.061051228130097,75.76186393751559,9.536901012109409,151.52751177405133
31.08512008717193,84.09297309171606,14.333768069632622,144.75585751107002
29.073164614375074,84.60968189003809,11.60589985303899,144.61409548263413
29.068540492859487,84.25704968381328,10.89619642670205,115.54513350691457
30.48392454313207,73.4210129589093,8.827544611438002,126.9453169772072
26.173439510684403,77.67024510963975,7.90729992862516,141.94120301721455
26.550164334973935,84.1149429600166,11.04594314779389,88.13548650109675
28.875424941518055,80.20770920281947,9.856971981454036,162.8128864001971
27.974337759331153,74.63153576901269,7.321459369029398,122.5464180057786
30.628494665190548,82.29158969562721,6.966283166983363,163.73676266530276
28.183951848957577,76.42596370504265,8.082592541712833,161.9783200894182
27.175392597329417,88.97262424196106,13.64193445053246,139.12613913775232
32.93129753784311,87.7242073120913,14.426555836022608,170.01096651403077
29.54844739902693,83.02048713177784,10.409978294617819,164.86394689849865
30.13505640937585,86.80503352384886,10.297885592482578,143.8207705833072
27.150503627573087,80.3239567506169,9.327359256340959,141.56480769616604
28.911234550949636,83.82718747187508,8.131029303380995,171.94465571328715
30.22184517941973,87.38860147651037,12.750358115214489,154.64027678815327
27.698012845155393,81.22749340897157,13.747152787794272,170.89394336736285
30.751396036691343,78.72406414242859,8.213161828321429,102.22051851294526
28.79872262016239,71.47689020911442,9.834323243150797,151.96970194038923
29.416612500413446,79.58433237139253,9.100267398579664,118.45181826061254
28.796586775541208,84.11711592281156,9.159521850270046,149.48422985026474
33.70455636901787,84.72816713783814,12.371816510859723,164.27640416691767
29.97300555052413,82.52182532859204,7.3760769092677565,184.78280291498206
